INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-SNR),DISTANCE,
227,T,2015/07/16,10:06:53.000,SPS,52.679204,N,1.330096,E,70.401 m,0.050 km/h,1.94,1.22,1.51,8(10),#31-38;#12-39;#14-44;#25-39;03-16;#02-16;#24-15;#06-25;29-16;#32-33,      0.02 m,
228,T,2015/07/16,10:07:03.000,SPS,52.679204,N,1.330096,E,70.405 m,0.018 km/h,2.54,1.78,1.81,7(10),#31-38;#12-39;#14-44;#25-39;03-16;#02-15;24-00;#06-22;29-16;#32-33,      0.02 m,
229,T,2015/07/16,10:07:13.000,SPS,52.679204,N,1.330096,E,70.410 m,0.007 km/h,2.53,1.78,1.81,7(10),#31-37;#12-39;#14-44;#25-39;03-00;#02-17;24-00;#06-20;29-17;#32-33,      0.04 m,
230,T,2015/07/16,10:07:23.000,SPS,52.679204,N,1.330095,E,70.417 m,0.034 km/h,2.54,1.78,1.81,7(10),#31-37;#12-39;#14-44;#25-39;03-16;#02-17;24-00;#06-21;29-18;#32-33,      0.04 m,
231,T,2015/07/16,10:07:33.000,SPS,52.679204,N,1.330094,E,70.432 m,0.022 km/h,1.93,1.21,1.50,8(10),#31-38;#12-39;#14-44;#25-38;03-16;#02-17;#24-16;#06-19;29-17;#32-32,      0.03 m,
232,T,2015/07/16,10:07:43.000,SPS,52.679204,N,1.330094,E,70.452 m,0.008 km/h,1.93,1.21,1.50,8(10),#31-38;#12-39;#14-44;#25-38;03-16;#02-16;#24-18;#06-17;29-18;#32-32,      0.04 m,
233,T,2015/07/16,10:07:53.000,SPS,52.679204,N,1.330094,E,70.463 m,0.029 km/h,1.93,1.21,1.50,8(10),#31-38;#12-39;#14-44;#25-38;03-00;#02-15;#24-16;#06-17;29-18;#32-30,      0.03 m,
234,T,2015/07/16,10:08:03.000,SPS,52.679204,N,1.330093,E,70.451 m,0.009 km/h,1.92,1.20,1.50,8(10),#31-38;#12-39;#14-44;#25-38;03-00;#02-16;#24-15;#06-16;29-17;#32-28,      0.04 m,
235,T,2015/07/16,10:08:13.000,SPS,52.679204,N,1.330093,E,70.445 m,0.018 km/h,1.92,1.20,1.50,8(10),#31-39;#12-39;#14-44;#25-38;03-00;#02-17;#24-16;#06-15;29-17;#32-29,      0.03 m,
236,T,2015/07/16,10:08:23.000,SPS,52.679204,N,1.330092,E,70.419 m,0.021 km/h,1.92,1.20,1.50,8(10),#31-39;#12-39;#14-44;#25-38;03-00;#02-18;#24-18;#06-16;29-16;#32-28,      0.04 m,
237,T,2015/07/16,10:08:33.000,SPS,52.679203,N,1.330092,E,70.394 m,0.029 km/h,1.92,1.20,1.50,8(10),#31-39;#12-39;#14-44;#25-38;03-00;#02-16;#24-21;#06-16;29-16;#32-31,      0.04 m,
238,T,2015/07/16,10:08:43.000,SPS,52.679203,N,1.330091,E,70.366 m,0.035 km/h,2.00,1.24,1.56,7(10),#31-39;#12-39;#14-44;#25-38;03-00;02-00;#24-19;#06-16;29-15;#32-29,      0.04 m,
239,T,2015/07/16,10:08:53.000,SPS,52.679203,N,1.330091,E,70.336 m,0.041 km/h,1.99,1.24,1.56,7(10),#31-39;#12-38;#14-44;#25-38;03-00;02-00;#24-20;#06-16;29-00;#32-30,      0.04 m,
240,T,2015/07/16,10:09:03.000,SPS,52.679203,N,1.330091,E,70.313 m,0.025 km/h,2.29,1.65,1.59,6(10),#31-39;#12-37;#14-43;#25-38;29-00;02-00;#24-18;06-00;#32-30;03-00,      0.03 m,
241,T,2015/07/16,10:09:13.000,SPS,52.679203,N,1.330091,E,70.296 m,0.013 km/h,2.28,1.64,1.59,6(10),#31-39;#12-37;#14-43;#25-38;29-00;02-00;#24-18;06-00;#32-30;03-00,      0.02 m,
242,T,2015/07/16,10:09:23.000,SPS,52.679203,N,1.330091,E,70.283 m,0.014 km/h,1.75,0.98,1.45,8(10),#31-40;#12-37;#14-43;#25-38;#29-19;02-15;#24-18;#06-15;03-00;#32-31,      0.02 m,
243,T,2015/07/16,10:09:33.000,SPS,52.679203,N,1.330091,E,70.286 m,0.034 km/h,1.75,0.98,1.45,8(10),#31-40;#12-38;#14-43;#25-38;#29-19;02-00;#24-21;#06-19;03-00;#32-31,      0.02 m,
244,T,2015/07/16,10:09:43.000,SPS,52.679202,N,1.330091,E,70.283 m,0.023 km/h,1.75,0.98,1.45,8(10),#31-40;#12-38;#14-43;#25-38;#29-22;02-00;#24-19;#06-19;03-00;#32-31,      0.03 m,
245,T,2015/07/16,10:09:53.000,SPS,52.679202,N,1.330090,E,70.281 m,0.030 km/h,1.75,0.98,1.45,8(10),#31-40;#12-38;#14-43;#25-38;#29-22;02-00;#24-18;#06-18;03-00;#32-31,      0.03 m,
246,T,2015/07/16,10:10:03.000,SPS,52.679202,N,1.330090,E,70.278 m,0.020 km/h,1.75,0.98,1.45,8(10),#31-40;#12-37;#14-43;#25-38;#29-23;02-00;#24-16;#06-18;03-00;#32-31,      0.02 m,
247,T,2015/07/16,10:10:13.000,SPS,52.679202,N,1.330090,E,70.277 m,0.028 km/h,1.75,0.98,1.45,8(10),#31-40;#12-37;#14-43;#25-37;#29-23;02-00;#24-16;#06-17;03-16;#32-31,      0.02 m,
248,T,2015/07/16,10:10:23.000,SPS,52.679202,N,1.330090,E,70.280 m,0.014 km/h,1.81,1.04,1.48,8(10),#31-40;#12-37;#14-43;#25-37;#29-22;#02-18;24-15;#06-20;03-00;#32-30,      0.01 m,
249,T,2015/07/16,10:10:33.000,SPS,52.679202,N,1.330089,E,70.286 m,0.040 km/h,1.81,1.04,1.48,8(10),#31-40;#12-37;#14-43;#25-37;#29-22;#02-21;24-15;#06-22;03-17;#32-30,      0.02 m,
250,T,2015/07/16,10:10:43.000,SPS,52.679202,N,1.330089,E,70.295 m,0.037 km/h,1.81,1.04,1.48,8(10),#31-40;#12-37;#14-43;#25-37;#29-23;#02-24;24-16;#06-22;03-16;#32-32,      0.03 m,
251,T,2015/07/16,10:10:53.000,SPS,52.679202,N,1.330089,E,70.289 m,0.031 km/h,1.74,0.99,1.43,9(10),#31-40;#12-37;#14-42;#25-37;#29-23;#02-22;24-16;#06-19;#03-16;#32-32,      0.02 m,
252,T,2015/07/16,10:11:03.000,SPS,52.679202,N,1.330088,E,70.271 m,0.044 km/h,1.74,0.99,1.43,9(10),#31-40;#12-38;#14-42;#25-37;#29-24;#02-24;24-16;#06-17;#03-16;#32-31,      0.02 m,
253,T,2015/07/16,10:11:13.000,SPS,52.679202,N,1.330088,E,70.256 m,0.011 km/h,1.74,0.99,1.43,9(10),#31-40;#12-37;#14-42;#25-37;#29-24;#02-25;24-16;#06-17;#03-15;#32-31,      0.03 m,
254,T,2015/07/16,10:11:23.000,SPS,52.679201,N,1.330088,E,70.252 m,0.019 km/h,1.75,0.99,1.44,9(10),#31-39;#12-37;#14-42;#25-37;#29-23;#02-25;24-16;#06-15;#03-14;#32-30,      0.02 m,
255,T,2015/07/16,10:11:33.000,SPS,52.679201,N,1.330087,E,70.244 m,0.012 km/h,1.75,1.00,1.44,9(10),#31-38;#12-37;#14-42;#25-37;#29-24;#02-25;24-16;#06-16;#03-15;#32-30,      0.03 m,
256,T,2015/07/16,10:11:43.000,SPS,52.679201,N,1.330087,E,70.237 m,0.020 km/h,1.82,1.04,1.49,8(10),#31-38;#12-39;#14-42;#25-37;#29-25;#02-22;24-16;#06-22;03-00;#32-30,      0.03 m,
257,T,2015/07/16,10:11:53.000,SPS,52.679201,N,1.330087,E,70.221 m,0.027 km/h,1.82,1.04,1.49,8(10),#31-38;#12-39;#14-43;#25-38;#29-26;#02-23;24-15;#06-21;03-00;#32-30,      0.02 m,
258,T,2015/07/16,10:12:03.000,SPS,52.679201,N,1.330087,E,70.216 m,0.044 km/h,1.83,1.04,1.50,8(10),#31-38;#12-39;#14-43;#25-38;#29-26;#02-25;24-16;#06-20;03-00;#32-30,      0.02 m,
259,T,2015/07/16,10:12:13.000,SPS,52.679201,N,1.330086,E,70.208 m,0.017 km/h,1.83,1.04,1.50,8(10),#31-38;#12-39;#14-43;#25-38;#29-27;#02-26;24-15;#06-22;03-00;#32-29,      0.04 m,
260,T,2015/07/16,10:12:23.000,SPS,52.679201,N,1.330085,E,70.208 m,0.020 km/h,1.83,1.05,1.50,9(10),#31-40;#12-39;#14-43;#25-38;#29-26;#02-27;24-15;#06-24;#03-16;#32-28,      0.04 m,
261,T,2015/07/16,10:12:33.000,SPS,52.679201,N,1.330085,E,70.204 m,0.018 km/h,1.76,1.00,1.45,9(10),#31-40;#12-39;#14-43;#25-38;#29-25;#02-26;24-16;#06-25;#03-16;#32-25,      0.04 m,
262,T,2015/07/16,10:12:43.000,SPS,52.679201,N,1.330085,E,70.203 m,0.021 km/h,1.76,1.00,1.45,9(10),#31-40;#12-39;#14-43;#25-38;#29-24;#02-24;24-00;#06-25;#03-16;#32-28,      0.02 m,
263,T,2015/07/16,10:12:53.000,SPS,52.679201,N,1.330084,E,70.206 m,0.019 km/h,1.77,1.00,1.45,9(10),#31-40;#12-39;#14-43;#25-37;#29-23;#02-26;24-00;#06-26;#03-15;#32-27,      0.03 m,
264,T,2015/07/16,10:13:03.000,SPS,52.679201,N,1.330084,E,70.205 m,0.017 km/h,1.84,1.05,1.51,8(10),#31-40;#12-39;#14-43;#25-37;#29-22;#02-27;24-00;#06-26;03-00;#32-25,      0.02 m,
265,T,2015/07/16,10:13:13.000,SPS,52.679201,N,1.330083,E,70.203 m,0.024 km/h,2.52,1.74,1.82,7(10),#31-40;#12-39;#14-43;#25-37;29-20;#02-26;24-00;#06-26;03-00;#32-24,      0.03 m,
266,T,2015/07/16,10:13:23.000,SPS,52.679201,N,1.330082,E,70.192 m,0.200 km/h,2.00,0.98,1.74,9(10),#31-41;#12-46;#14-22;#25-27;#29-25;#02-35;#24-24;#06-28;#03-22;32-26,      0.11 m,
267,T,2015/07/16,10:13:33.000,SPS,52.679201,N,1.330081,E,70.184 m,0.605 km/h,1.78,1.07,1.42,9(10),#31-35;#12-34;#14-44;#25-36;29-21;#02-25;#24-24;#06-23;#03-16;#32-24,      0.09 m,
268,T,2015/07/16,10:13:43.000,SPS,52.679201,N,1.330078,E,70.191 m,0.080 km/h,1.66,0.94,1.37,9(10),#31-34;#12-33;#14-46;#25-36;#29-21;02-19;#24-23;#06-22;#03-14;#32-22,      0.19 m,
269,T,2015/07/16,10:13:53.000,SPS,52.679201,N,1.330078,E,70.187 m,0.036 km/h,1.75,0.97,1.45,8(10),#31-39;#12-37;#14-46;#25-35;#29-27;02-17;#24-16;#06-17;03-00;#32-20,      0.01 m,
270,T,2015/07/16,10:14:03.000,SPS,52.679201,N,1.330077,E,70.187 m,0.045 km/h,1.75,0.97,1.45,9(10),#31-40;#12-37;#14-46;#25-36;#29-28;02-00;#24-16;#06-21;#03-16;#32-19,      0.01 m,
271,T,2015/07/16,10:14:13.000,SPS,52.679201,N,1.330077,E,70.190 m,0.009 km/h,1.23,0.91,0.83,9(10),#31-40;#12-37;#14-46;#25-35;#29-27;#02-17;24-16;#06-22;#03-16;#32-20,      0.02 m,
272,T,2015/07/16,10:14:23.000,SPS,52.679201,N,1.330077,E,70.195 m,0.005 km/h,1.66,0.94,1.37,9(10),#31-40;#12-37;#14-46;#25-35;#29-29;02-15;#24-15;#06-25;#03-18;#32-21,      0.02 m,
273,T,2015/07/16,10:14:33.000,SPS,52.679201,N,1.330076,E,70.198 m,0.021 km/h,1.78,1.01,1.47,9(10),#31-40;#12-37;#14-46;#25-34;#29-30;#02-16;24-16;#06-27;#03-21;#32-22,      0.03 m,
274,T,2015/07/16,10:14:43.000,SPS,52.679201,N,1.330076,E,70.201 m,0.023 km/h,1.79,1.01,1.47,9(10),#31-40;#12-36;#14-46;#25-34;#29-30;#02-17;24-16;#06-29;#03-24;#32-24,      0.02 m,
275,T,2015/07/16,10:14:53.000,SPS,52.679201,N,1.330076,E,70.214 m,0.010 km/h,1.66,0.94,1.37,9(10),#31-40;#12-36;#14-46;#25-35;#29-31;02-16;#24-17;#06-29;#03-19;#32-26,      0.03 m,
276,T,2015/07/16,10:15:03.000,SPS,52.679201,N,1.330075,E,70.237 m,0.024 km/h,1.66,0.94,1.37,9(10),#31-40;#12-34;#14-46;#25-36;#29-31;02-16;#24-19;#06-31;#03-19;#32-27,      0.05 m,
277,T,2015/07/16,10:15:13.000,SPS,52.679201,N,1.330074,E,70.253 m,0.007 km/h,1.66,0.94,1.37,9(10),#31-40;#12-34;#14-46;#25-36;#29-31;02-17;#24-20;#06-31;#03-18;#32-25,      0.05 m,
278,T,2015/07/16,10:15:23.000,SPS,52.679201,N,1.330074,E,70.262 m,0.051 km/h,1.61,0.88,1.35,10(10),#31-40;#12-34;#14-46;#25-36;#29-30;#02-22;#24-22;#06-31;#03-17;#32-25,      0.04 m,
279,T,2015/07/16,10:15:33.000,SPS,52.679201,N,1.330073,E,70.289 m,0.026 km/h,1.66,0.94,1.37,9(10),#31-40;#12-35;#14-46;#25-35;#29-29;02-19;#24-18;#06-31;#03-16;#32-26,      0.06 m,
280,T,2015/07/16,10:15:43.000,SPS,52.679201,N,1.330072,E,70.327 m,0.022 km/h,1.80,1.02,1.48,9(10),#31-40;#12-36;#14-45;#25-34;#29-27;#02-22;24-20;#06-32;#03-16;#32-26,      0.08 m,
281,T,2015/07/16,10:15:53.000,SPS,52.679201,N,1.330071,E,70.335 m,0.008 km/h,1.80,1.02,1.48,9(10),#31-40;#12-36;#14-45;#25-35;#29-27;#02-22;24-20;#06-32;#03-17;#32-26,      0.05 m,
282,T,2015/07/16,10:16:03.000,SPS,52.679200,N,1.330071,E,70.349 m,0.049 km/h,1.80,1.02,1.48,9(10),#31-40;#12-35;#14-44;#25-35;#29-27;#02-19;24-18;#06-32;#03-18;#32-23,      0.06 m,
283,T,2015/07/16,10:16:13.000,SPS,52.679200,N,1.330070,E,70.363 m,0.059 km/h,1.80,1.02,1.49,9(10),#31-40;#12-34;#14-44;#25-35;#29-29;#02-21;24-17;#06-31;#03-16;#32-24,      0.05 m,
284,T,2015/07/16,10:16:23.000,SPS,52.679200,N,1.330069,E,70.378 m,0.012 km/h,1.61,0.88,1.35,10(10),#31-39;#12-33;#14-44;#25-35;#29-31;#02-27;#24-21;#06-31;#03-16;#32-26,      0.05 m,
285,T,2015/07/16,10:16:33.000,SPS,52.679200,N,1.330069,E,70.369 m,0.026 km/h,1.69,0.92,1.42,9(10),#31-39;#12-33;#14-44;#25-35;#29-31;#02-30;#24-21;#06-23;03-00;#32-24,      0.01 m,
286,T,2015/07/16,10:16:43.000,SPS,52.679202,N,1.330069,E,70.447 m,0.155 km/h,2.14,1.16,1.81,8(10),#31-37;#12-45;#14-27;#25-32;29-21;#02-27;#24-32;#06-36;#03-17;32-19,      0.26 m,
287,T,2015/07/16,10:16:53.000,SPS,52.679202,N,1.330068,E,70.139 m,0.040 km/h,1.61,0.88,1.35,10(10),#31-40;#12-39;#14-29;#25-33;#29-26;#02-30;#24-29;#06-35;#03-19;#32-21,      0.31 m,
288,T,2015/07/16,10:17:03.000,SPS,52.679202,N,1.330068,E,70.139 m,0.008 km/h,1.21,0.89,0.82,9(10),#31-29;#12-32;#14-26;#25-29;#29-23;#02-28;#24-25;#06-36;03-00;#32-20,      0.01 m,
289,T,2015/07/16,10:17:13.000,SPS,52.679202,N,1.330068,E,70.147 m,0.032 km/h,1.74,0.97,1.44,8(10),#31-33;#12-33;#14-24;#25-30;#29-18;02-16;#24-25;#06-34;03-00;#32-24,      0.03 m,
290,T,2015/07/16,10:17:23.000,SPS,52.679202,N,1.330068,E,70.149 m,0.034 km/h,1.69,0.92,1.42,9(10),#31-30;#12-32;#14-20;#25-28;#29-18;#02-19;#24-23;#06-33;03-00;#32-24,      0.02 m,
291,T,2015/07/16,10:17:33.000,SPS,52.679201,N,1.330068,E,70.155 m,0.045 km/h,1.69,0.92,1.42,9(10),#31-29;#12-32;#14-19;#25-28;#29-21;#02-20;#24-23;#06-29;03-00;#32-24,      0.02 m,
292,T,2015/07/16,10:17:43.000,SPS,52.679202,N,1.330066,E,70.219 m,0.275 km/h,1.69,0.92,1.42,10(10),#31-33;#12-41;#14-22;#25-26;#29-28;#02-25;#24-27;#06-31;#03-16;#32-19,      0.14 m,
293,T,2015/07/16,10:17:53.000,SPS,52.679202,N,1.330065,E,70.305 m,0.053 km/h,1.74,0.91,1.49,9(10),#31-36;#12-41;#14-24;#25-15;#29-26;#02-24;#24-28;#06-31;#03-17;32-20,      0.12 m,
294,T,2015/07/16,10:18:03.000,SPS,52.679202,N,1.330064,E,70.369 m,0.093 km/h,1.61,0.88,1.35,10(10),#31-29;#12-40;#14-17;#25-28;#29-25;#02-26;#24-26;#06-33;#03-18;#32-20,      0.10 m,
295,T,2015/07/16,10:18:13.000,SPS,52.679201,N,1.330064,E,70.390 m,0.081 km/h,1.61,0.88,1.35,10(10),#31-29;#12-38;#14-31;#25-18;#29-19;#02-30;#24-31;#06-36;#03-18;#32-22,      0.09 m,
296,T,2015/07/16,10:18:23.000,SPS,52.679201,N,1.330063,E,70.458 m,0.025 km/h,1.61,0.88,1.35,10(10),#31-19;#12-38;#14-33;#25-26;#29-22;#02-30;#24-32;#06-32;#03-19;#32-23,      0.07 m,
297,T,2015/07/16,10:18:33.000,SPS,52.679201,N,1.330064,E,70.511 m,0.056 km/h,2.01,0.92,1.78,9(10),#31-21;#12-38;#14-33;25-18;#29-26;#02-30;#24-32;#06-31;#03-18;#32-25,      0.06 m,
298,T,2015/07/16,10:18:43.000,SPS,52.679201,N,1.330065,E,70.523 m,0.076 km/h,1.61,0.88,1.35,10(10),#31-29;#12-37;#14-32;#25-19;#29-24;#02-31;#24-29;#06-28;#03-16;#32-24,      0.06 m,
299,T,2015/07/16,10:18:53.000,SPS,52.679201,N,1.330065,E,70.562 m,0.034 km/h,1.61,0.88,1.34,10(10),#31-24;#12-37;#14-32;#25-19;#29-25;#02-30;#24-30;#06-29;#03-16;#32-24,      0.05 m,
300,T,2015/07/16,10:19:03.000,SPS,52.679201,N,1.330065,E,70.594 m,0.042 km/h,1.61,0.88,1.34,10(10),#31-24;#12-37;#14-34;#25-23;#29-24;#02-30;#24-30;#06-30;#03-15;#32-21,      0.05 m,
301,T,2015/07/16,10:19:13.000,SPS,52.679201,N,1.330066,E,70.640 m,0.071 km/h,1.74,0.91,1.49,9(10),#31-19;#12-38;#14-33;#25-27;#29-25;#02-29;#24-30;#06-34;#03-16;32-18,      0.07 m,
302,T,2015/07/16,10:19:23.000,SPS,52.679202,N,1.330065,E,70.738 m,0.040 km/h,1.60,0.88,1.34,10(10),#31-24;#12-38;#14-33;#25-23;#29-26;#02-30;#24-30;#06-34;#03-17;#32-19,      0.17 m,
303,T,2015/07/16,10:19:33.000,SPS,52.679202,N,1.330065,E,70.812 m,0.045 km/h,1.60,0.88,1.34,10(10),#31-26;#12-38;#14-33;#25-23;#29-27;#02-31;#24-30;#06-35;#03-18;#32-20,      0.08 m,
304,T,2015/07/16,10:19:43.000,SPS,52.679202,N,1.330064,E,70.873 m,0.067 km/h,1.74,0.91,1.49,9(10),#31-20;#12-38;#14-34;#25-24;#29-29;#02-30;#24-30;#06-36;#03-16;32-20,      0.07 m,
305,T,2015/07/16,10:19:53.000,SPS,52.679202,N,1.330064,E,70.914 m,0.043 km/h,1.74,0.91,1.49,9(10),#31-30;#12-38;#14-33;#25-27;#29-28;#02-30;#24-30;#06-37;#03-16;32-22,      0.05 m,
306,T,2015/07/16,10:20:03.000,SPS,52.679202,N,1.330064,E,70.962 m,0.146 km/h,2.20,0.95,1.98,8(10),#31-33;#12-38;#14-34;25-20;#29-29;#02-30;#24-30;#06-37;#03-16;32-25,      0.07 m,
307,T,2015/07/16,10:20:13.000,SPS,52.679202,N,1.330064,E,70.991 m,0.032 km/h,2.20,0.95,1.99,8(10),#31-35;#12-38;#14-35;25-20;#29-30;#02-30;#24-30;#06-37;#03-16;32-23,      0.03 m,
308,T,2015/07/16,10:20:23.000,SPS,52.679202,N,1.330064,E,71.024 m,0.015 km/h,1.74,0.90,1.49,9(10),#31-35;#12-39;#14-34;#25-21;#29-31;#02-28;#24-30;#06-36;#03-16;32-22,      0.03 m,
309,T,2015/07/16,10:20:33.000,SPS,52.679202,N,1.330063,E,71.067 m,0.014 km/h,1.74,0.90,1.49,9(10),#31-34;#12-39;#14-34;#25-21;#29-30;#02-29;#24-30;#06-35;#03-18;32-14,      0.05 m,
310,T,2015/07/16,10:20:43.000,SPS,52.679202,N,1.330063,E,71.100 m,0.095 km/h,1.74,0.90,1.49,9(10),#31-31;#12-38;#14-33;#25-28;#29-28;#02-27;#24-30;#06-36;#03-18;32-19,      0.03 m,
311,T,2015/07/16,10:20:53.000,SPS,52.679202,N,1.330063,E,71.116 m,0.051 km/h,1.74,0.90,1.49,9(10),#31-32;#12-38;#14-33;#25-24;#29-29;#02-29;#24-30;#06-36;#03-17;32-18,      0.03 m,
312,T,2015/07/16,10:21:03.000,SPS,52.679202,N,1.330063,E,71.110 m,0.025 km/h,1.74,0.90,1.49,9(10),#31-34;#12-38;#14-32;#25-23;#29-30;#02-28;#24-29;#06-35;#03-17;32-21,      0.04 m,
313,T,2015/07/16,10:21:13.000,SPS,52.679201,N,1.330063,E,71.121 m,0.018 km/h,1.74,0.90,1.49,9(10),#31-35;#12-38;#14-32;#25-24;#29-30;#02-31;#24-29;#06-35;#03-17;32-19,      0.04 m,
314,T,2015/07/16,10:21:23.000,SPS,52.679201,N,1.330064,E,71.132 m,0.022 km/h,1.74,0.90,1.49,9(10),#31-34;#12-37;#14-34;#25-24;#29-30;#02-31;#24-28;#06-34;#03-16;32-17,      0.03 m,
315,T,2015/07/16,10:21:33.000,SPS,52.679201,N,1.330064,E,71.142 m,0.016 km/h,1.74,0.90,1.49,9(10),#31-32;#12-36;#14-33;#25-30;#29-29;#02-30;#24-28;#06-34;#03-16;32-21,      0.03 m,
316,T,2015/07/16,10:21:43.000,SPS,52.679201,N,1.330064,E,71.161 m,0.052 km/h,1.74,0.90,1.49,9(10),#31-33;#12-35;#14-30;#25-29;#29-30;#02-31;#24-29;#06-35;#03-17;32-19,      0.02 m,
317,T,2015/07/16,10:21:53.000,SPS,52.679201,N,1.330064,E,71.163 m,0.035 km/h,1.74,0.90,1.49,9(10),#31-31;#12-35;#14-30;#25-29;#29-29;#02-32;#24-30;#06-35;#03-16;32-22,      0.03 m,
318,T,2015/07/16,10:22:03.000,SPS,52.679201,N,1.330064,E,71.203 m,0.036 km/h,1.74,0.90,1.49,9(10),#31-30;#12-34;#14-31;#25-28;#29-28;#02-34;#24-29;#06-35;#03-19;32-21,      0.04 m,
319,T,2015/07/16,10:22:13.000,SPS,52.679201,N,1.330064,E,71.248 m,0.066 km/h,1.74,0.90,1.48,9(10),#31-29;#12-33;#14-30;#25-25;#29-28;#02-34;#24-29;#06-35;#03-18;32-19,      0.05 m,
320,T,2015/07/16,10:22:23.000,SPS,52.679201,N,1.330063,E,71.294 m,0.029 km/h,1.74,0.90,1.48,9(10),#31-31;#12-34;#14-32;#25-23;#29-28;#02-34;#24-29;#06-35;#03-18;32-18,      0.05 m,
321,T,2015/07/16,10:22:33.000,SPS,52.679201,N,1.330065,E,71.341 m,0.096 km/h,1.74,0.90,1.48,9(10),#31-29;#12-34;#14-33;#25-26;#29-27;#02-34;#24-30;#06-35;#03-19;32-20,      0.11 m,
322,T,2015/07/16,10:22:43.000,SPS,52.679201,N,1.330065,E,71.399 m,0.058 km/h,2.21,0.94,1.99,8(10),#31-31;#12-34;#14-32;25-20;#29-26;#02-34;#24-30;#06-35;#03-18;32-16,      0.07 m,
323,T,2015/07/16,10:22:53.000,SPS,52.679201,N,1.330066,E,71.504 m,0.076 km/h,1.74,0.90,1.48,9(10),#31-31;#12-34;#14-30;#25-26;#29-26;#02-34;#24-30;#06-35;#03-17;32-20,      0.11 m,
324,T,2015/07/16,10:23:03.000,SPS,52.679201,N,1.330066,E,71.645 m,0.030 km/h,1.74,0.90,1.48,9(10),#31-22;#12-35;#14-26;#25-26;#29-26;#02-32;#24-28;#06-34;#03-18;32-20,      0.15 m,
325,T,2015/07/16,10:23:13.000,SPS,52.679200,N,1.330067,E,71.703 m,0.094 km/h,1.74,0.90,1.48,9(10),#31-27;#12-33;#14-27;#25-24;#29-28;#02-34;#24-27;#06-34;#03-18;32-21,      0.11 m,
326,T,2015/07/16,10:23:23.000,SPS,52.679199,N,1.330067,E,71.800 m,0.046 km/h,1.74,0.90,1.48,9(10),#31-26;#12-34;#14-27;#25-20;#29-26;#02-34;#24-27;#06-34;#03-18;32-23,      0.11 m,
327,T,2015/07/16,10:23:33.000,SPS,52.679199,N,1.330068,E,71.887 m,0.078 km/h,2.21,0.94,1.99,8(10),#31-20;#12-34;#14-28;25-21;#29-24;#02-35;#24-26;#06-35;#03-19;32-22,      0.10 m,
328,T,2015/07/16,10:23:43.000,SPS,52.679199,N,1.330066,E,71.921 m,0.060 km/h,1.74,0.90,1.48,9(10),#31-29;#12-34;#14-27;#25-24;#29-21;#02-35;#24-22;#06-33;#03-20;32-20,      0.10 m,
329,T,2015/07/16,10:23:53.000,SPS,52.679199,N,1.330066,E,71.928 m,0.059 km/h,2.21,0.94,2.00,8(10),#31-24;#12-34;#14-27;25-19;#29-25;#02-35;#24-25;#06-32;#03-17;32-19,      0.03 m,
330,T,2015/07/16,10:24:03.000,SPS,52.679200,N,1.330065,E,71.967 m,0.093 km/h,2.06,0.97,1.81,8(10),#31-27;#12-35;#14-28;#25-22;#29-28;#02-34;#24-26;#06-30;03-17;32-18,      0.11 m,
331,T,2015/07/16,10:24:13.000,SPS,52.679201,N,1.330065,E,71.986 m,0.114 km/h,2.06,0.97,1.81,8(10),#31-28;#12-36;#14-28;#25-25;#29-28;#02-32;#24-26;#06-29;03-18;32-18,      0.10 m,
332,T,2015/07/16,10:24:23.000,SPS,52.679201,N,1.330065,E,71.987 m,0.040 km/h,2.06,0.97,1.81,8(10),#31-20;#12-35;#14-27;#25-28;#29-27;#02-30;#24-24;#06-31;03-18;32-17,      0.10 m,
333,T,2015/07/16,10:24:33.000,SPS,52.679202,N,1.330065,E,71.941 m,0.087 km/h,2.06,0.97,1.81,8(10),#31-26;#12-37;#14-24;#25-32;#29-26;#02-32;#24-25;#06-24;03-16;32-15,      0.07 m,
334,T,2015/07/16,10:24:43.000,SPS,52.679202,N,1.330066,E,71.809 m,0.017 km/h,2.06,0.97,1.81,8(10),#31-25;#12-38;#14-24;#25-34;#29-23;#02-31;#24-26;#06-28;03-16;32-15,      0.15 m,
335,T,2015/07/16,10:24:53.000,SPS,52.679203,N,1.330066,E,71.720 m,0.032 km/h,2.06,0.97,1.81,8(10),#31-35;#12-29;#14-23;#25-36;#29-26;#02-31;#24-22;#06-27;03-16;32-00,      0.13 m,
336,T,2015/07/16,10:25:03.000,SPS,52.679203,N,1.330066,E,71.621 m,0.066 km/h,2.56,1.32,2.19,7(10),31-19;#12-38;#14-24;#25-35;#29-23;#02-31;#24-25;#06-26;03-17;32-00,      0.10 m,
337,T,2015/07/16,10:25:13.000,SPS,52.679202,N,1.330066,E,71.596 m,0.116 km/h,2.06,0.97,1.81,8(10),#31-25;#12-33;#14-20;#25-34;#29-23;#02-30;#24-24;#06-30;03-00;32-16,      0.14 m,
338,T,2015/07/16,10:25:23.000,SPS,52.679201,N,1.330075,E,71.613 m,1.290 km/h,2.06,0.97,1.81,8(10),#31-40;#12-25;#14-27;#25-26;#29-24;#02-28;#24-18;#06-36;03-28;32-24,      0.63 m,
